ticker,period_end_date,reported,estimate,surprise,surprise_pct,avg_surprise_pct_4Q,std_surprise_pct_4Q,pos_surprise_count_4Q,earning_release_date,is_after_market,post_earning_release_date,pre_earning_release_date,date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_prev_1D,Volume_prev_1D,Close_prev_2D,Volume_prev_2D,Close_prev_3D,Volume_prev_3D,Close_prev_4D,Volume_prev_4D,Rolling_5D_Avg,Rolling_5D_Std,Rolling_5D_Volume,Volatility_5D,Rolling_30D_Avg,Rolling_30D_Std,Rolling_30D_Volume,Volatility_30D,Momentum_5D,MACD,dayofweek,month,surprise_macd,surprise_volatility,surprise_norm_std,short_vs_long_volatility,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_Capital Gains,QQQ_Close_prev_1D,QQQ_Volume_prev_1D,QQQ_Close_prev_2D,QQQ_Volume_prev_2D,QQQ_Close_prev_3D,QQQ_Volume_prev_3D,QQQ_Close_prev_4D,QQQ_Volume_prev_4D,QQQ_Rolling_5D_Avg,QQQ_Rolling_5D_Std,QQQ_Rolling_30D_Avg,QQQ_Rolling_30D_Std,QQQ_Momentum_5D,QQQ_MACD,^VIX_Open,^VIX_High,^VIX_Low,^VIX_Close,^VIX_Volume,^VIX_Close_prev_1D,^VIX_Volume_prev_1D,^VIX_Close_prev_2D,^VIX_Volume_prev_2D,^VIX_Close_prev_3D,^VIX_Volume_prev_3D,^VIX_Close_prev_4D,^VIX_Volume_prev_4D,^VIX_Rolling_5D_Avg,^VIX_Rolling_5D_Std,^VIX_Rolling_30D_Avg,^VIX_Rolling_30D_Std,^VIX_Momentum_5D,^VIX_MACD,^IRX_Open,^IRX_High,^IRX_Low,^IRX_Close,^IRX_Volume,^IRX_Close_prev_1D,^IRX_Volume_prev_1D,^IRX_Close_prev_2D,^IRX_Volume_prev_2D,^IRX_Close_prev_3D,^IRX_Volume_prev_3D,^IRX_Close_prev_4D,^IRX_Volume_prev_4D,^IRX_Rolling_5D_Avg,^IRX_Rolling_5D_Std,^IRX_Rolling_30D_Avg,^IRX_Rolling_30D_Std,^IRX_Momentum_5D,^IRX_MACD,ticker_avg_close_encoded
ROST,2020-01-31,1.28,1.26,0.020000000000000018,0.015873015873015886,,,,2020-03-03,1.0,2020-03-04,2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.08406829833984
ROST,2020-04-30,-0.29,-0.01,-0.27999999999999997,27.999999999999996,,,,2020-05-21,1.0,2020-05-22,2020-05-21,2020-05-21,90.07114085317373,94.74149775918649,89.11800708753168,92.33007049560547,5012800.0,0.0,0.0,86.63033294677734,2431800.0,85.67720794677734,3319700.0,86.38251495361328,2581900.0,81.31183624267578,3067500.0,84.11215515136719,2.933115558813696,2714400.0,0.03487148264760661,,,,,0.07536660146487173,0.09995838174340577,3.0,5.0,2.798834688815361,82.12723564678348,,,224.60042681254836,225.27973726745765,221.59203290213355,222.1063690185547,43642900.0,0.0,224.55191040039062,37417000.0,220.15577697753906,36237300.0,220.70887756347656,42398100.0,216.671875,55747200.0,220.83896179199218,2.8827323920091223,,,0.04309621417240139,3.0565587425322462,28.969999313354492,30.200000762939453,27.670000076293945,29.530000686645508,0.0,27.989999771118164,0.0,30.530000686645508,0.0,29.299999237060547,0.0,31.889999389648438,0.0,29.84799995422363,1.4567497806684822,,,-0.14167435611046408,-1.5466247876615355,0.10999999940395355,0.11299999803304672,0.10999999940395355,0.10999999940395355,0.0,0.11800000071525574,0.0,0.11800000071525574,0.0,0.10499999672174454,0.0,0.10300000011920929,0.0,0.11079999953508377,0.007049823716256118,,,0.12380956570848167,0.006016248367961302,103.08406829833984
ROST,2020-07-31,-0.13,-0.31,0.18,-0.5806451612903225,,,,2020-08-20,1.0,2020-08-21,2020-08-20,2020-08-20,84.71454003238323,85.50564292973542,83.14187488480934,83.36109161376953,3703200.0,0.0,0.0,86.02986145019531,4579100.0,89.88052368164062,2933900.0,92.57788848876953,3101800.0,89.6517562866211,1838900.0,89.36964111328125,2.3571755310615883,2807440.0,0.02637557342401913,84.28530705769857,3.6693136030123816,2919220.0,0.043534439525746836,-0.030192416753947904,1.5008084839663667,3.0,8.0,-0.8714371842385353,-1.3686825664228575,-0.1582434934343413,0.6424021339370649,267.60948869126037,272.6159811335472,267.2011786827676,272.1299133300781,27723400.0,0.0,268.4065856933594,31999400.0,270.2244873046875,23529500.0,267.6482849121094,24803000.0,264.5762939453125,30799500.0,268.59711303710935,2.838687485671876,259.02415720621747,6.712506025622355,0.01328539538553275,5.049806338087137,24.100000381469727,24.600000381469727,22.3700008392334,22.719999313354492,0.0,22.540000915527344,0.0,21.510000228881836,0.0,21.350000381469727,0.0,22.049999237060547,0.0,22.03400001525879,0.6060773874484536,24.536999956766763,2.5035315116613504,0.018526966575200587,-1.506661237443641,0.08500000089406967,0.08799999952316284,0.08299999684095383,0.08799999952316284,0.0,0.0949999988079071,0.0,0.10000000149011612,0.0,0.08500000089406967,0.0,0.08799999952316284,0.0,0.09120000004768372,0.006140032821231407,0.09846666678786278,0.01337968920126346,0.05555550036607193,-0.005493562132139668,103.08406829833984
ROST,2020-10-31,1.02,0.63,0.39,0.6190476190476191,,,,2020-11-19,1.0,2020-11-20,2020-11-19,2020-11-19,104.60645485911444,106.45553711709653,103.69144710608774,105.03536224365234,3665900.0,0.0,0.0,106.08380126953125,3831400.0,105.28316497802734,2260200.0,105.6453628540039,2428000.0,103.06237030029297,2586100.0,103.95640716552734,2.6454001281555897,2704640.0,0.025447206192335807,92.51784133911133,7.446292930468239,2283120.0,0.08048494023087811,0.06395181209655942,4.471192110618972,3.0,11.0,2.7678808303831732,1.637628650762984,0.08313499639258694,0.3552639947949572,281.47214025990985,284.5440922104296,280.8013643455787,284.2330017089844,22718400.0,0.0,282.02618408203125,28069600.0,284.1259765625,21843500.0,285.0301208496094,30168400.0,282.82330322265625,24806900.0,283.64771728515626,1.203262012555405,277.9299285888672,7.162268751184205,0.0059292723753510135,2.7774912889445886,23.6200008392334,24.520000457763672,22.559999465942383,23.110000610351562,0.0,23.84000015258789,0.0,22.709999084472656,0.0,22.450000762939453,0.0,23.100000381469727,0.0,23.042000198364256,0.5257090629284099,28.356999905904136,5.040834587828571,-0.059566083083202326,-1.6838429606787209,0.06499999761581421,0.06499999761581421,0.04800000041723251,0.05999999865889549,0.0,0.07500000298023224,0.0,0.07999999821186066,0.0,0.07500000298023224,0.0,0.08299999684095383,0.0,0.07459999993443489,0.008848728320283895,0.08600000056127707,0.007565804251028577,-0.11764703304297397,-0.0026650017180267493,103.08406829833984
ROST,2021-01-31,0.67,1.03,-0.36,-0.3495145631067961,7.013568868407579,13.999524130281804,3.0,2021-03-02,1.0,2021-03-03,2021-03-02,2021-03-02,114.94793065154465,115.32918561206695,110.91617889617604,112.12665557861328,2258800.0,0.0,0.0,114.91934204101562,2038200.0,111.17353057861328,1794200.0,113.20370483398438,2247400.0,117.81687927246094,1955200.0,114.34746704101562,2.4404062256096974,2175200.0,0.021342022597967483,111.79052734375,3.5484645369544237,1738463.3333333333,0.031742086035993745,0.002577678978694209,0.8918709949365962,1.0,3.0,-0.31172190114288795,-0.8529575157470786,-0.09849738132352762,0.6877356424050968,315.7862961502899,315.8641948808913,309.8357960926108,310.0889892578125,48370000.0,0.0,315.1434020996094,49164500.0,305.94012451171875,104739800.0,304.66436767578125,110182600.0,315.6694030761719,58206300.0,310.30125732421874,5.076968014696191,317.5843811035156,6.630488261736236,0.006563225409957907,-0.2068406114895538,23.579999923706055,24.600000381469727,22.799999237060547,24.100000381469727,0.0,23.350000381469727,0.0,27.950000762939453,0.0,28.889999389648438,0.0,21.34000015258789,0.0,25.126000213623048,3.1891737339475865,24.06299991607666,4.070443524887307,0.010385104490679309,0.22799935575925545,0.029999999329447746,0.03799999877810478,0.029999999329447746,0.03500000014901161,0.0,0.02800000086426735,0.0,0.03500000014901161,0.0,0.032999999821186066,0.0,0.02800000086426735,0.0,0.031800000369548796,0.0035637055273035007,0.0421333335340023,0.017758404405144472,0.21739133955850942,-0.008021356328458542,103.08406829833984
ROST,2021-04-30,1.34,0.9,0.44000000000000006,0.48888888888888893,6.922221973662626,14.06145915824731,2.0,2021-05-20,1.0,2021-05-21,2021-05-20,2021-05-20,119.06580867161836,120.29821664385058,116.19019735851836,117.01180267333984,3755900.0,0.0,0.0,119.55303955078125,3946200.0,119.23777770996094,3589700.0,122.68660736083984,2486100.0,124.6737289428711,1493600.0,121.25547943115234,2.343989773839762,2562260.0,0.019331000832590466,122.70029881795247,2.1685222641445474,1679770.0,0.017673325045132388,-0.004771680387155808,0.16764143311837643,3.0,5.0,0.08195803396898403,1.1459505560994394,0.22544784138239293,1.0809152074116364,316.05828142268183,321.5092399020376,315.83402117089565,320.651123046875,46466100.0,0.0,314.56640625,66319100.0,314.2055358886719,36528500.0,316.3410339355469,39395000.0,318.27191162109375,44370000.0,316.8072021484375,2.6892493423395307,324.89654846191405,7.197879850267942,0.01017732106190361,-2.4478641852605847,22.329999923706055,23.5,20.190000534057617,20.670000076293945,0.0,22.18000030517578,0.0,21.34000015258789,0.0,19.719999313354492,0.0,18.809999465942383,0.0,20.543999862670898,1.3239830290061965,18.840999921162922,2.4481228887650834,-0.041072152618242264,0.8134111722121204,0.003000000026077032,0.003000000026077032,0.003000000026077032,0.003000000026077032,0.0,0.004999999888241291,0.0,0.009999999776482582,0.0,0.004999999888241291,0.0,0.004999999888241291,0.0,0.005599999893456697,0.0026076808805805853,0.009033333308373888,0.0038728348302327627,-0.3750000436557436,-0.0016384869747115508,103.08406829833984
ROST,2021-07-31,1.39,1.0,0.3899999999999999,0.3899999999999999,0.04444419588484913,0.5982308326195661,2.0,2021-08-19,1.0,2021-08-20,2021-08-19,2021-08-19,117.82789107373824,121.48607137765808,117.30118675652001,121.21793365478516,2594000.0,0.0,0.0,118.79510498046875,2526700.0,115.64446258544922,1839300.0,119.5133285522461,1133600.0,119.37925720214844,1308700.0,118.68976135253907,1.7659721370894332,1576820.0,0.014878891969830848,117.15243123372396,2.331602072519578,1443813.3333333333,0.01990229351594023,-0.01100220847018507,0.5153950243673506,3.0,8.0,0.2010040595032667,0.6887291334648787,0.16726689229250238,0.7574068493489706,351.6678335523122,356.99819655190873,351.41399681179274,355.31903076171875,48499400.0,0.0,353.6105651855469,38541900.0,357.04705810546875,44793900.0,360.2198181152344,34856900.0,360.0636291503906,19336200.0,357.25202026367185,2.904807291653236,355.99236450195315,3.5945185857237614,-0.014475177123999594,2.231860817723998,23.1200008392334,24.739999771118164,20.3700008392334,21.670000076293945,0.0,21.56999969482422,0.0,17.90999984741211,0.0,16.1200008392334,0.0,15.449999809265137,0.0,18.54400005340576,2.948691062794313,17.812333456675212,1.7733732323085054,0.38357918433013394,0.07461693893339216,0.054999999701976776,0.054999999701976776,0.0430000014603138,0.0430000014603138,0.0,0.054999999701976776,0.0,0.06300000101327896,0.0,0.057999998331069946,0.0,0.04500000178813934,0.0,0.05280000045895576,0.00855569905801974,0.044700000807642935,0.005540758242980725,0.27906971707287487,0.004364294687098917,103.08406829833984
ROST,2021-10-31,1.09,0.79,0.30000000000000004,0.379746835443038,0.2871054862074297,0.4346548398097115,3.0,2021-11-18,1.0,2021-11-19,2021-11-18,2021-11-18,112.5382364795817,115.17817626851583,111.08866749019613,114.73657989501953,4922500.0,0.0,0.0,111.85664367675781,3978900.0,110.41669464111328,2174800.0,110.82946014404297,1731700.0,110.87747192382812,1301500.0,110.96578979492188,0.5327351549703665,2297280.0,0.004800895446740163,108.18665059407552,4.076994053686879,1620443.3333333333,0.037684816299416356,0.009093162866010474,1.1576786946254458,3.0,11.0,0.43962482074384024,0.20230448922925312,0.09314380577911863,0.130668580156507,390.67248016055936,393.1549045175578,388.44414415027813,392.6466979980469,45721500.0,0.0,388.6200866699219,28703300.0,388.41485595703125,27872900.0,385.66845703125,33716900.0,385.7564697265625,34730600.0,388.2213134765625,2.8448654474668644,374.0016621907552,13.215711026568561,0.018024130451084197,6.322100502453168,16.809999465942383,18.149999618530273,16.3799991607666,17.59000015258789,0.0,17.110000610351562,0.0,16.3700008392334,0.0,16.489999771118164,0.0,16.290000915527344,0.0,16.770000457763672,0.5605352895146832,16.801666704813638,1.329534751358519,-0.03114378492710712,-0.2688985726114659,0.04500000178813934,0.04500000178813934,0.0430000014603138,0.04500000178813934,0.0,0.04500000178813934,0.0,0.03999999910593033,0.0,0.03799999877810478,0.0,0.0430000014603138,0.0,0.04220000058412552,0.0031144837678778597,0.04360000031689803,0.004789356665519423,0.12500006984919465,0.0001168249091746329,103.08406829833984
ROST,2022-01-31,1.04,0.97,0.07000000000000006,0.07216494845360831,0.22728029030628447,0.387666142054077,3.0,2022-03-01,1.0,2022-03-02,2022-03-01,2022-03-01,87.58454749044473,88.47001587856685,85.62111279740566,86.18897247314453,4002500.0,0.0,0.0,87.95989227294922,3177700.0,89.2496109008789,2525100.0,87.23802947998047,4279900.0,84.71637725830078,5274900.0,87.58838348388672,1.780734982831137,3724480.0,0.020330720947244467,91.73212865193685,2.8324183259751408,3107930.0,0.030877058753561767,-0.009215291684795957,-2.513590580925708,1.0,3.0,-0.1813931347059791,0.12850664824554608,0.025478200841170816,0.6286975118763773,338.3472360764272,340.62733590815895,331.6438936838569,334.1784362792969,67407000.0,0.0,339.3746643066406,77515500.0,338.3667907714844,78842100.0,333.1998596191406,130614100.0,322.3668518066406,86215400.0,333.4973205566406,6.758229168218171,344.7922119140625,10.028872902913083,0.0257924236415914,-7.059947183002123,29.450000762939453,35.189998626708984,29.440000534057617,33.31999969482422,0.0,30.149999618530273,0.0,27.59000015258789,0.0,30.31999969482422,0.0,31.020000457763672,0.0,30.479999923706053,2.0520598327324238,26.654000027974448,3.5646255277730674,0.046511634065525165,1.6759471690035355,0.33000001311302185,0.33799999952316284,0.30000001192092896,0.31299999356269836,0.0,0.2879999876022339,0.0,0.2980000078678131,0.0,0.28299999237060547,0.0,0.3400000035762787,0.0,0.3043999969959259,0.02296301796577771,0.25260000079870226,0.08170620310112445,-0.12727279952077863,0.040858601307948494,103.08406829833984
ROST,2022-04-30,0.97,0.99,-0.020000000000000018,-0.02020202020202022,0.33270016819638554,0.1805271695360351,4.0,2022-05-19,1.0,2022-05-20,2022-05-19,2022-05-19,88.88986524152092,91.43978584454432,88.09784455981023,89.53700256347656,7356600.0,0.0,0.0,89.63360595703125,7013200.0,89.88472747802734,3958400.0,88.67738342285156,2563900.0,88.91883850097656,2701800.0,88.63874206542968,1.5144031074087474,3865860.0,0.017085115065045415,95.64040044148763,5.690064281295639,3123063.3333333335,0.0594943586081783,0.04129281926710471,-1.89557755413243,3.0,5.0,0.03829449604307943,-0.030594002169873714,-0.003550402184036135,0.2661486349527285,283.4461043847562,288.44308602837043,281.7706263100045,283.730224609375,79920700.0,0.0,285.25872802734375,79477100.0,299.985107421875,62715300.0,292.4112548828125,59190400.0,295.8405456542969,83684900.0,291.44517211914064,6.909696537729848,314.0628326416016,19.348994463896698,-3.423310045558292e-05,-11.479992200111042,31.239999771118164,33.11000061035156,29.059999465942383,29.350000381469727,0.0,30.959999084472656,0.0,26.100000381469727,0.0,27.469999313354492,0.0,28.8700008392334,0.0,28.55,1.8519851746554519,27.645333607991535,4.486141883849292,-0.025495793566886027,1.107534159449088,0.9950000047683716,1.003000020980835,0.9800000190734863,1.0,0.0,1.003000020980835,0.0,1.0379999876022339,0.0,0.9800000190734863,0.0,0.9430000185966492,0.0,0.9928000092506408,0.03479510370276361,0.8256666700045268,0.09703655026860172,0.10828735103777953,0.08645793987730488,103.08406829833984
