act_symbol,period_end_date,reported,estimate
TMUS,2023-06-30,1.86,1.71
TMUS,2023-09-30,1.82,1.75
TMUS,2023-12-31,1.67,1.90
TMUS,2024-03-31,2.00,1.83
TMUS,2024-06-30,2.49,2.27
TMUS,2024-09-30,2.61,2.37
TMUS,2024-12-31,2.57,2.17
TMUS,2025-03-31,2.58,2.45
TSLA,2020-03-31,1.24,-0.22
TSLA,2020-06-30,2.18,-0.49
TSLA,2020-09-30,0.76,0.55
TSLA,2020-12-31,0.80,0.90
TSLA,2021-03-31,0.93,0.79
TSLA,2021-06-30,1.45,0.90
TSLA,2021-09-30,1.86,1.39
TSLA,2021-12-31,2.54,2.11
TSLA,2022-03-31,3.22,2.15
TSLA,2022-06-30,2.27,1.82
TSLA,2022-09-30,1.05,0.95
TSLA,2022-12-31,1.19,1.09
TSLA,2023-03-31,0.85,0.83
TSLA,2023-06-30,0.91,0.83
TSLA,2023-09-30,0.66,0.72
TSLA,2023-12-31,0.71,0.75
TSLA,2024-03-31,0.45,0.46
TSLA,2024-06-30,0.52,0.62
TSLA,2024-09-30,0.72,0.58
TSLA,2024-12-31,0.73,0.75
TSLA,2025-03-31,0.27,0.44
TXN,2020-03-31,1.24,1.01
TXN,2020-06-30,1.48,0.88
TXN,2020-09-30,1.45,1.27
TXN,2020-12-31,1.80,1.34
TXN,2021-03-31,1.87,1.56
TXN,2021-06-30,2.05,1.82
TXN,2021-09-30,2.07,2.06
TXN,2021-12-31,2.27,1.95
TXN,2022-03-31,2.35,2.17
TXN,2022-06-30,2.45,2.07
TXN,2022-09-30,2.45,2.37
TXN,2022-12-31,2.13,1.96
TXN,2023-03-31,1.85,1.76
TXN,2023-06-30,1.87,1.76
TXN,2023-09-30,1.80,1.81
TXN,2023-12-31,1.49,1.46
TXN,2024-03-31,1.20,1.06
TXN,2024-06-30,1.22,1.16
TXN,2024-09-30,1.47,1.36
TXN,2024-12-31,1.30,1.19
TXN,2025-03-31,1.28,1.06
VRTX,2020-03-31,2.56,1.83
VRTX,2020-06-30,2.61,2.13
VRTX,2020-09-30,2.64,2.39
VRTX,2020-12-31,2.51,2.65
VRTX,2021-03-31,2.98,2.77
VRTX,2021-06-30,3.11,2.69
VRTX,2021-09-30,3.56,3.12
VRTX,2021-12-31,3.37,3.28
